"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Household type","Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","    Households consisting of only one census family without additional persons",4585,4135,54213,63856,17.8,49261,57376,16.5
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","      One couple, with or without children in their census family",3660,3360,62718,71734,14.4,55786,63472,13.8
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","        One couple, without children in their census family",1735,1985,49816,60160,20.8,44751,53952,20.6
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","        One couple, with children in their census family",1930,1380,72653,90944,25.2,64467,79579,23.4
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","      One lone-parent census family",925,775,28780,38101,32.4,28780,37146,29.1
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","    Other census-family households",380,345,72032,78720,9.3,65435,73899,12.9
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","  Non-census-family households",2195,2610,23620,24224,2.6,22516,23206,3.1
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Total – Household type including census family structure",10370,10535,50172,52960,5.6,44156,47465,7.5
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","  Census-family households",7340,6945,64274,71399,11.1,56133,62855,12.0
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","    Households consisting of only one census family without additional persons",7100,6630,63682,70277,10.4,55403,61824,11.6
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","      One couple, with or without children in their census family",6155,5785,67815,75097,10.7,58560,65493,11.8
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","        One couple, without children in their census family",3295,3525,56921,62385,9.6,49856,55245,10.8
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","        One couple, with children in their census family",2865,2260,81252,97472,20.0,70287,84045,19.6
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","      One lone-parent census family",945,845,34702,41216,18.8,32711,39456,20.6
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","    Other census-family households",240,315,77870,93952,20.7,68376,83392,22.0
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","  Non-census-family households",3025,3590,25751,26823,4.2,23582,24981,5.9
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Total – Household type including census family structure",4740,4955,41293,42001,1.7,38609,39424,2.1
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","  Census-family households",3025,2835,58114,59408,2.2,51335,54667,6.5
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","    Households consisting of only one census family without additional persons",2865,2670,57284,57998,1.2,50973,53597,5.1
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","      One couple, with or without children in their census family",2335,2070,61943,64768,4.6,55212,58567,6.1
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","        One couple, without children in their census family",1325,1370,57112,56576,-0.9,50257,51822,3.1
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","        One couple, with children in their census family",1010,700,74910,84407,12.7,63699,76160,19.6
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","      One lone-parent census family",525,595,31190,38848,24.6,31190,37973,21.7
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","    Other census-family households",160,165,71465,84736,18.6,63762,78592,23.3
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","  Non-census-family households",1720,2120,20628,23952,16.1,20230,23160,14.5
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Total – Household type including census family structure",338560,395400,82800,86451,4.4,69407,74131,6.8
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","  Census-family households",232075,265990,103779,110851,6.8,86549,94023,8.6
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","    Households consisting of only one census family without additional persons",214460,244225,102746,109860,6.9,85502,92846,8.6
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","      One couple, with or without children in their census family",184095,209385,111424,118887,6.7,91704,99805,8.8
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","        One couple, without children in their census family",80545,98055,97388,102071,4.8,80580,86460,7.3
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","        One couple, with children in their census family",103555,111330,123194,137246,11.4,101277,114625,13.2
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","      One lone-parent census family",30365,34840,55206,62354,12.9,49421,56151,13.6
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","    Other census-family households",17615,21765,115834,121891,5.2,99689,107067,7.4
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","  Non-census-family households",106485,129410,46835,49150,4.9,40136,42726,6.5
"403","Matane","CA","Quebec","24","",4.8,"00000","Total – Household type including census family structure",8455,8575,44510,48343,8.6,40317,43177,7.1
"403","Matane","CA","Quebec","24","",4.8,"00000","  Census-family households",5445,5140,60158,70434,17.1,53227,60940,14.5
"403","Matane","CA","Quebec","24","",4.8,"00000","    Households consisting of only one census family without additional persons",5265,4955,59469,69632,17.1,52951,60235,13.8
"403","Matane","CA","Quebec","24","",4.8,"00000","      One couple, with or without children in their census family",4525,4295,65910,73775,11.9,56789,63568,11.9
"403","Matane","CA","Quebec","24","",4.8,"00000","        One couple, without children in their census family",2440,2725,53528,60562,13.1,46642,53069,13.8
"403","Matane","CA","Quebec","24","",4.8,"00000","        One couple, with children in their census family",2085,1570,77832,99669,28.1,67934,84108,23.8
"403","Matane","CA","Quebec","24","",4.8,"00000","      One lone-parent census family",740,660,34436,46541,35.2,33703,43264,28.4
"403","Matane","CA","Quebec","24","",4.8,"00000","    Other census-family households",180,190,90915,88576,-2.6,76579,82048,7.1
"403","Matane","CA","Quebec","24","",4.8,"00000","  Non-census-family households",3015,3430,22468,26475,17.8,21406,24752,15.6
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Total – Household type including census family structure",22535,25455,52398,57408,9.6,45724,49847,9.0
"404","Rimouski","CA","Quebec","24","",4.0,"00000","  Census-family households",14605,15435,69936,79709,14.0,61102,68050,11.4
"404","Rimouski","CA","Quebec","24","",4.0,"00000","    Households consisting of only one census family without additional persons",14140,14985,69805,79408,13.8,60801,67715,11.4
"404","Rimouski","CA","Quebec","24","",4.0,"00000","      One couple, with or without children in their census family",12220,13070,74754,83999,12.4,64564,71218,10.3
"404","Rimouski","CA","Quebec","24","",4.0,"00000","        One couple, without children in their census family",6320,7695,59802,70374,17.7,52134,60504,16.1
"404","Rimouski","CA","Quebec","24","",4.0,"00000","        One couple, with children in their census family",5900,5375,90254,107357,18.9,77952,89648,15.0
"404","Rimouski","CA","Quebec","24","",4.0,"00000","      One lone-parent census family",1920,1915,47217,52821,11.9,43239,47714,10.3
"404","Rimouski","CA","Quebec","24","",4.0,"00000","    Other census-family households",465,450,80038,89088,11.3,72747,80282,10.4
"404","Rimouski","CA","Quebec","24","",4.0,"00000","  Non-census-family households",7935,10025,26520,31855,20.1,24414,28687,17.5
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Total – Household type including census family structure",11810,12910,52232,57142,9.4,46040,50339,9.3
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","  Census-family households",7980,8180,67144,77979,16.1,58157,67001,15.2
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","    Households consisting of only one census family without additional persons",7705,7985,66729,77682,16.4,57917,66717,15.2
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","      One couple, with or without children in their census family",6750,7035,70210,82249,17.1,61061,69943,14.5
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","        One couple, without children in their census family",3610,4105,59136,67256,13.7,50923,58192,14.3
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","        One couple, with children in their census family",3135,2925,85138,102792,20.7,73078,87154,19.3
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","      One lone-parent census family",955,955,42973,49138,14.3,41251,45389,10.0
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","    Other census-family households",280,190,82033,86912,5.9,73822,78592,6.5
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","  Non-census-family households",3830,4725,28009,31110,11.1,25313,27979,10.5
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","Total – Household type including census family structure",12375,12365,70068,67184,-4.1,58433,56858,-2.7
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","  Census-family households",8675,8135,87163,88168,1.2,71850,73741,2.6
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","    Households consisting of only one census family without additional persons",8255,7835,87614,87561,-0.1,71644,72998,1.9
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","      One couple, with or without children in their census family",7185,6800,92327,94045,1.9,75423,77852,3.2
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","        One couple, without children in their census family",3515,3870,74435,73391,-1.4,61839,62366,0.9
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","        One couple, with children in their census family",3675,2930,110199,122384,11.1,89378,99461,11.3
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","      One lone-parent census family",1070,1035,45431,53530,17.8,43843,48550,10.7
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","    Other census-family households",425,300,82943,104960,26.5,74286,90112,21.3
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","  Non-census-family households",3695,4235,33849,35834,5.9,29228,31356,7.3
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","Total – Household type including census family structure",66610,72475,54783,59243,8.1,47948,51625,7.7
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","  Census-family households",45880,46705,70597,78783,11.6,60444,67282,11.3
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","    Households consisting of only one census family without additional persons",44035,45000,70044,78136,11.6,59925,66618,11.2
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","      One couple, with or without children in their census family",37950,39140,75281,83122,10.4,63592,70517,10.9
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","        One couple, without children in their census family",19015,22815,60983,67294,10.3,52204,58257,11.6
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","        One couple, with children in their census family",18930,16330,90010,107646,19.6,75996,89881,18.3
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","      One lone-parent census family",6090,5860,41202,50782,23.3,39275,46336,18.0
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","    Other census-family households",1845,1705,80251,93724,16.8,70961,83561,17.8
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","  Non-census-family households",20725,25775,25775,30796,19.5,23987,27984,16.7
"410","Alma","CA","Quebec","24","",3.7,"00000","Total – Household type including census family structure",13440,14470,55984,57187,2.1,48412,50191,3.7
"410","Alma","CA","Quebec","24","",3.7,"00000","  Census-family households",9330,9430,69273,75435,8.9,60865,65077,6.9
"410","Alma","CA","Quebec","24","",3.7,"00000","    Households consisting of only one census family without additional persons",9040,9115,68879,74837,8.6,60238,64528,7.1
"410","Alma","CA","Quebec","24","",3.7,"00000","      One couple, with or without children in their census family",7925,7890,73355,80477,9.7,63426,68524,8.0
"410","Alma","CA","Quebec","24","",3.7,"00000","        One couple, without children in their census family",3885,4555,57245,63588,11.1,49966,55477,11.0
